,Area,Chart,Message,Authority,Date,StartDate,EndDate,BroadcastingDate,GeometryType,Coordinates,lon_centroid,lat_centroid
34833,IONIAN SEA./DNC 09.,NO CHART,"1. HAZARDOUS OPERATIONS 0500Z TO 2100Z DAILY    MONDAY THRU THURSDAY AND 0500Z TO 1300Z    FRIDAYS 01 JAN THRU 31 DEC 18 EXCEPT HOLIDAYS    IN AREA BOUND BY    37-48.00N 021-05.00E, 37-31.83N 021-08.00E,    37-31.00N 021-20.00E, 37-48.00N 021-17.00E. 2. CANCEL THIS MSG 01 JAN 19.//",GREEK NAVTEX KERKYRA,2017-12-27 00:00:00,2018-08-23,2019-01-01,2018-08-23,GeometryCollection,"[(21.083334, 37.8, 0.0), (21.133334, 37.5305, 0.0), (21.333334, 37.516667, 0.0), (21.283334, 37.8, 0.0), (21.083334, 37.8, 0.0), (21.083334, 37.8, 0.0), (21.208334, 37.658333, 0.0)]",21.199269700705127,37.67275058038835
8434,WESTERN NORTH PACIFIC./JAPAN./DNC 12.,NO CHART,1. SURVEY OPERATIONS 26 JUN THRU 20 JUL BY M/V KAIMEI    TOWING 6500 METER LONG CABLE IN AREA BOUND BY    35-00N 38-30N AND 142-10E 150-00E.    WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 21 JUL 18.//,NAVAREA XI,2018-06-25 00:00:00,2018-06-26,2018-07-21,2018-06-26,GeometryCollection,"[(150.0, 35.0, 0.0), (142.166667, 35.0, 0.0), (142.166667, 38.5, 0.0), (150.0, 38.5, 0.0), (150.0, 35.0, 0.0), (150.0, 35.0, 0.0), (146.083333, 36.75, 0.0)]",146.39498165797198,36.61075292699173
51879,EASTERN CARIBBEAN SEA./GRENADINES.,25400.,"DANGEROUS SUBMERGED ROCK, LEAST DEPTH NINE METERS, IN 12-25.40N 061-27.83W.//",UKHO,2017-01-20 00:00:00,2018-10-02,2018-10-02,2018-10-02,Point,"[(-61.463834, 12.423334, 0.0)]",-61.463834,12.423334
52974,EASTERN INDIAN OCEAN. /AUSTRALIA-NORTHWEST COAST. /DNC 04. ,NO CHART,UNDERWATER OPERATIONS IN PROGRESS UNTIL FURTHER NOTICE BY M/V SKANDI ACERGY IN AREA BETWEEN  19-35S 19-55S AND 115-35E 116-00E.  2.5 MILE BERTH REQUESTED.//,AUSCOAST,2018-07-10 00:00:00,2018-10-04,2018-10-04,2018-10-04,GeometryCollection,"[(116.0, -19.583333, 0.0), (115.583334, -19.583333, 0.0), (115.583334, -19.916666, 0.0), (116.0, -19.916666, 0.0), (116.0, -19.583333, 0.0), (116.0, -19.583333, 0.0), (115.791667, -19.75, 0.0)]",115.80739677693062,-19.737415708656716
50872,EAST SIBERIAN SEA. /RUSSIA. /DNC 27. ,41000.,DEPTHS REPORTED: A. 4.2 METERS IN 69-41-30N 162-21-46E. B. 4.0 METERS IN 69-40-08N 162-19-50E. C. 4.0 METERS IN 69-40-03N 162-19-18E. D. 2.8 METERS IN 69-39-56N 162-18-45E. E. 4.0 METERS IN 69-39-51N 162-18-53E. F. 2.7 METERS IN 69-39-43N 162-18-27E. G. 4.2 METERS IN 69-39-41N 162-18-42E. H. 3.7 METERS IN 69-39-33N 162-18-25E. I. 3.7 METERS IN 69-39-17N 162-17-57E. J. 3.6 METERS IN 69-39-06N 162-17-29E. K. 3.5 METERS IN 69-39-00N 162-17-09E.//,RUSSIA COASTAL WARNING EAST,2018-07-06 00:00:00,2018-10-01,2018-10-01,2018-10-01,Point,"[(162.3075, 69.661945, 0.0)]",162.3075,69.661945
30054,EASTERN NORTH PACIFIC./COLOMBIA.,22040.,DEPTHS REPORTED: A. 2.4 METERS IN 06-18-54N 077-28-37W. B. 0.3 METERS IN 06-18-59N 077-28-40W. C. 2.8 METERS IN 06-19-30N 077-28-40W. D. 19.8 METERS IN 06-19-46N 077-28-38W. E. 17.2 METERS IN 06-19-41N 077-28-38W. F. 5.9 METERS IN 06-18-34N 077-28-41W. G. 8.3 METERS IN 06-18-53N 077-28-41W. H. 0.6 METERS IN 06-18-07N 077-28-37W. I. 2.8 METERS IN 06-22-07N 077-24-42W. J. 4.8 METERS IN 06-22-24N 077-24-51W.//,COLOMBIA,2017-06-16 00:00:00,2018-08-10,2018-08-10,2018-08-10,Point,"[(-77.477223, 6.328056, 0.0)]",-77.477223,6.328056
28448,GULF OF MEXICO./TEXAS.,11330.,DANGEROUS WRECK IN VICINITY 28-52-48N 094-27-12W.//,CCGD08,2017-06-23 00:00:00,2018-08-08,2018-08-08,2018-08-08,Point,"[(-94.453334, 28.88, 0.0)]",-94.453334,28.88
18656,EAST SIBERIAN SEA. /RUSSIA. /DNC 27. ,41000.,DEPTHS REPORTED: A. 2.8 METERS IN 69-39-27N 162-18-02E. B. 2.9 METERS IN 69-39-24N 162-18-00E. C. 2.7 METERS IN 69-39-20N 162-17-50E. D. 2.9 METERS IN 69-39-14N 162-17-39E. E. 2.9 METERS IN 69-39-10N 162-17-30E.//,RUSSIA COASTAL WARNING EAST,2018-07-06 00:00:00,2018-07-18,2018-07-18,2018-07-18,Point,"[(162.294167, 69.653889, 0.0)]",162.294167,69.653889
38743,SCOTIA SEA.,NO CHART,"ANTARCTICA. DNC 01, DNC 07, DNC 29. 1. ICEBERGS REPORTED ON 28 AUG IN:    A. B15T, 57-10S 030-35W.    B. B09F, 61-49S 053-48W.    C. A57A, 62-30S 055-59W.    D. 58-01S 054-07W.    E. 58-26S 051-30W.    F. 56-16S 045-30W. 2. CANCEL THIS MSG 301543Z AUG 18.//",NAVAREA VI,2018-08-29 00:00:00,2018-08-30,2018-08-30,2018-08-30,Point,"[(-30.583334, -57.166666, 0.0)]",-30.583334,-57.166666
27615,SOUTH CHINA SEA./TAIWAN STRAIT./TAIWAN./DNC 23.,NO CHART,"1. GUNNERY EXERCISES 2300Z TO 0900Z COMMENCING    DAILY 31 JUL THRU 02 AUG, 05 THRU 09, 12 THRU 16,    19 THRU 23 AND 26 THRU 30 AUG    A. EXERCISE AREA BOUNDED BY    22-34N 118-55E, 22-59N 119-39E,    22-16N 119-37E, 22-21N 118-55E.    B. DANGEROUS AREA WITHIN TEN MILES OF    22-32N 119-18E. 2. CANCEL THIS MSG 311000Z AUG 18.//",NAVAREA XI,2018-07-27 00:00:00,2018-07-31,2018-08-31,2018-08-07,GeometryCollection,"[(119.3, 22.700473, 0.0), (119.335123, 22.697264, 0.0), (119.368895, 22.687758, 0.0), (119.40002, 22.67232, 0.0), (119.427301, 22.651541, 0.0), (119.44969, 22.626217, 0.0), (119.466327, 22.597319, 0.0), (119.476571, 22.565957, 0.0), (119.480031, 22.533334, 0.0), (119.476571, 22.500702, 0.0), (119.466327, 22.469318, 0.0), (119.44969, 22.440387, 0.0), (119.427301, 22.415024, 0.0), (119.40002, 22.394206, 0.0), (119.368895, 22.378735, 0.0), (119.335123, 22.369207, 0.0), (119.3, 22.365989, 0.0), (119.264878, 22.369207, 0.0), (119.231106, 22.378735, 0.0), (119.199981, 22.394206, 0.0), (119.1727, 22.415024, 0.0), (119.150311, 22.440387, 0.0), (119.133674, 22.469318, 0.0), (119.123429, 22.500702, 0.0), (119.11997, 22.533334, 0.0), (119.123429, 22.565957, 0.0), (119.133674, 22.597319, 0.0), (119.150311, 22.626217, 0.0), (119.1727, 22.651541, 0.0), (119.199981, 22.67232, 0.0), (119.231106, 22.687758, 0.0), (119.264878, 22.697264, 0.0), (119.3, 22.700473, 0.0), (119.3, 22.700473, 0.0), (119.3, 22.533231, 0.0)]",119.30000032609992,22.544381521888837
30495,SEA OF OKHOTSK. /SAKHALIN. /DNC 24.,NO CHART,"1. SURVEY OPERATIONS 12 JUL THRU 12 SEP BY     M/V DONG FANG KAN TAN IN AREAS BOUND BY:    A. 52-52-12N 143-30-03E, 52-59-37N 143-28-06E,        52-59-47N 143-29-41E, 52-52-21N 143-31-38E.     B. 52-38-54N 143-34-14E, 52-46-20N 143-32-18E,        52-46-29N 143-33-53E, 52-39-03N 143-35-49E.    C. 51-20-01N 143-36-03E, 51-30-41N 143-34-19E,        51-30-32N 143-42-22E, 51-20-00N 143-44-01E.    ONE MILE BERTH REQUESTED. 2. CANCEL THIS MSG 13 SEP 18.//",VLADIVOSTOK,2018-07-09 00:00:00,2018-07-12,2018-09-13,2018-08-13,GeometryCollection,"[(143.600834, 51.333611, 0.0), (143.571945, 51.511389, 0.0), (143.706111, 51.508889, 0.0), (143.733611, 51.333334, 0.0), (143.600834, 51.333611, 0.0), (143.600834, 51.333611, 0.0), (143.652778, 51.422361, 0.0)]",143.64915673467564,51.41578636741833
28861,BLACK SEA./UKRAINE./DNC 10.,NO CHART,"1. GUNNERY EXERCISES 0700Z TO 1500Z DAILY    01 THRU 13 AUG IN AREA BOUND BY    45-12.5N 032-37.8E, 45-15.0N 032-39.5E    45-13.0N 032-45.8E, 45-11.6N 032-45.0E. 2. CANCEL THIS MSG 131600Z AUG 18.//",NAVAREA III,2018-07-31 00:00:00,2018-08-09,2018-08-13,2018-08-09,GeometryCollection,"[(32.63, 45.208334, 0.0), (32.658334, 45.25, 0.0), (32.763334, 45.216667, 0.0), (32.75, 45.193334, 0.0), (32.63, 45.208334, 0.0), (32.63, 45.208334, 0.0), (32.696667, 45.221667, 0.0)]",32.68990541210781,45.21699731346294
23657,EASTERN NORTH PACIFIC. /CALIFORNIA.,NO CHART,"1. HAZARDOUS OPERATIONS 310631Z TO 311325Z JUL,     ALTERNATE 0631Z TO 1325Z DAILY 01 AND 02 AUG     IN AREAS BOUND BY:    A. 34-15N 124-33W, 34-37N 124-37W,        34-56N 121-57W, 34-34N 121-54W.    B. 32-20N 136-58W, 32-38N 137-03W,        32-49N 136-12W, 32-31N 136-06W.  2. CANCEL THIS MSG 021425Z AUG 18.//",WESTERN RANGE,2018-07-26 00:00:00,2018-07-26,2018-08-02,2018-07-26,GeometryCollection,"[(-124.55, 34.25, 0.0), (-124.616667, 34.616667, 0.0), (-121.95, 34.933334, 0.0), (-121.9, 34.566667, 0.0), (-124.55, 34.25, 0.0), (-124.55, 34.25, 0.0), (-123.258333, 34.591667, 0.0)]",-123.37153676298647,34.561312247914756
43597,WESTERN NORTH ATLANTIC,NO CHART,".SURINAME. 1. SURVEY OPERATIONS 11 JUL THRU 15 SEP BY     M/V LADY LEE, M/V MARIA JOSE ll AND     M/V GEOEXPLORER IN:    A.06-09.63N 055-16.11W.        B.06-10.43N 055-06.97W.        C.06-09.52N 055-27.09W.        D.06-13.31N 055-54.27W.        E.06-08.35N 056-00.85W.         F.06-10.54N 055-45.61W.        G.06-07.94N 055-39.34W.    H.05-58.89N 056-07.31W.    I.06-13.54N 056-09.46W.    J.06-09.65N 056-53.11W.    K.06-08.42N 057-01.95W.    L.06-10.60N 056-00.85W.    M.06-09.90N 055-02.14W.    N.06-13.74N 055-11.06W.    O.06-05.99N 056-40.09W.    THREE MILE BERTH REQUESTED. 2. CANCEL THIS MSG 16 SEP 18.//",SURINAME,2018-07-06 00:00:00,2018-07-11,2018-09-16,2018-09-10,Point,"[(-56.014167, 6.139167, 0.0)]",-56.014167,6.139167
41644,NORTH SEA./SHETLAND ISLANDS./DNC 20.,"35063,",1. DEPTHS REPORTED:    A. 5.3 METERS IN 60-13.19N 001-11.47W.    B. 5.7 METERS IN 60-13.54N 001-10.65W.    C. 6.6 METERS IN 60-13.74N 001-10.38W.    D. 17.5 METERS IN 60-13.74N 001-09.19W.    E. 17.4 METERS IN 60-13.80N 001-10.26W.    F. 8.3 METERS IN 60-15.05N 001-04.82W.    G. 4.1 METERS IN 60-15.16N 001-07.85W.    H. 25.7 METERS IN 60-23.54N 000-49.80W.    I. 8.2 METERS IN 60-23.81N 000-47.74W.    J. 10.0 METERS IN 60-23.90N 000-48.94W.    K. 2.9 METERS IN 60-24.00N 000-47.34W.    L. 2.5 METERS IN 60-24.48N 000-47.87W.    M. 24.9 METERS IN 60-28.61N 001-04.52W.    N. 15.5 METERS IN 60-28.74N 001-04.51W. 2. CANCEL HYDROLANT 1243/17.//,WZ,2017-05-31 00:00:00,2018-09-06,2018-09-06,2018-09-06,Point,"[(-1.080334, 60.250834, 0.0)]",-1.080334,60.250834
48846,WESTERN NORTH ATLANTIC.,NO CHART,FRENCH GUIANA. 1. HAZARDOUS OPERATIONS 251230Z TO 251430Z SEP    IN AREA WITHIN FIVE MILES OF 05-21.5N 052-30.5W. 2. CANCEL THIS MSG 251530Z SEP 18.//,AVURNAV CAYENNE,2018-09-24 00:00:00,2018-09-25,2018-09-25,2018-09-25,GeometryCollection,"[(-52.508334, 5.442065, 0.0), (-52.492035, 5.440456, 0.0), (-52.476362, 5.435692, 0.0), (-52.461918, 5.427955, 0.0), (-52.449257, 5.417542, 0.0), (-52.438867, 5.404854, 0.0), (-52.431147, 5.390378, 0.0), (-52.426392, 5.37467, 0.0), (-52.424787, 5.358334, 0.0), (-52.426392, 5.341997, 0.0), (-52.431147, 5.326288, 0.0), (-52.438867, 5.31181, 0.0), (-52.449257, 5.29912, 0.0), (-52.461918, 5.288705, 0.0), (-52.476362, 5.280966, 0.0), (-52.492035, 5.2762, 0.0), (-52.508334, 5.274591, 0.0), (-52.524633, 5.2762, 0.0), (-52.540306, 5.280966, 0.0), (-52.55475, 5.288705, 0.0), (-52.56741, 5.29912, 0.0), (-52.5778, 5.31181, 0.0), (-52.585521, 5.326288, 0.0), (-52.590275, 5.341997, 0.0), (-52.59188, 5.358334, 0.0), (-52.590275, 5.37467, 0.0), (-52.585521, 5.390378, 0.0), (-52.5778, 5.404854, 0.0), (-52.56741, 5.417542, 0.0), (-52.55475, 5.427955, 0.0), (-52.540306, 5.435692, 0.0), (-52.524633, 5.440456, 0.0), (-52.508334, 5.442065, 0.0), (-52.508334, 5.442065, 0.0), (-52.508333, 5.358328, 0.0)]",-52.50833364618506,5.3640915539838385
37181,EASTERN SOUTH ATLANTIC.,NO CHART,NAMIBIA. DNC 01. 1. UNDERWATER OPERATIONS IN PROGRESS UNTIL    FURTHER NOTICE BY:    A. M/V MAFUTA IN 28-33.0S 015-55.0E.    B. M/V GARIEP IN 28-30.3S 015-51.5E.    C. M/V GRAND BANKS IN 28-35.9S 015-50.5E.    D. M/V CORAL SEA IN 28-35.0S 015-55.2E.    TWO MILE BERTH REQUESTED. 2. CANCEL HYDROLANT 1899/18.//,NAVAREA VII,2018-08-05 00:00:00,2018-08-28,2018-08-28,2018-08-28,Point,"[(15.92, -28.583333, 0.0)]",15.92,-28.583333
26986,BAY OF CAMPECHE./MEXICO.,28260.,SAN BARTOLO HILL LIGHT 19-49.0N 090-35.0W CHANGED TO: FL (3) W 12 SEC 78 METERS 18 MILES.//,MEXICO IV,2017-02-03 00:00:00,2018-08-03,2018-08-03,2018-08-03,Point,"[(-90.583334, 19.816667, 0.0)]",-90.583334,19.816667
29795,WESTERN NORTH PACIFIC.,NO CHART,"ROTA. DNC 12. DISTRESS SIGNAL RECEIVED ON 406 MHZ IN 13-33N 147-56E AT 301122Z JUL. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO RCC GUAM, PHONE: 671 355 4824, 671 355 4910, FAX: 671 355 4831,  E-MAIL: RCCGUAM@USCG.MIL.//",RCC GUAM,2018-07-30 00:00:00,2018-08-10,2018-08-10,2018-08-10,Point,"[(147.933334, 13.55, 0.0)]",147.933334,13.55
41098,CORAL SEA. /AUSTRALIA-EAST COAST. /DNC 05. ,74220.,PERCY ISLES LIGHT 21-39.4S 150-13.0E DISCONTINUED.//,AUSCOAST,2017-05-14 00:00:00,2018-09-05,2018-09-05,2018-09-05,Point,"[(150.216667, -21.656666, 0.0)]",150.216667,-21.656666
18515,WESTERN NORTH ATLANTIC,NO CHART,".SURINAME. 1. SURVEY OPERATIONS 11 JUL THRU 15 SEP BY     M/V LADY LEE, M/V MARIA JOSE ll AND     M/V GEOEXPLORER IN:    A.06-09.63N 055-16.11W.        B.06-10.43N 055-06.97W.        C.06-09.52N 055-27.09W.        D.06-13.31N 055-54.27W.        E.06-08.35N 056-00.85W.        F.06-10.54N 055-45.61W.        G.06-07.94N 055-39.34W.    H.05-58.89N 056-07.31W.    I.06-13.54N 056-09.46W.    J.06-09.65N 056-53.11W.    K.06-08.42N 057-01.95W.    L.06-10.60N 056-00.85W.    M.06-09.90N 055-02.14W.    N.06-13.74N 055-11.06W.    O.06-05.99N 056-40.09W.    THREE MILE BERTH REQUESTED. 2. CANCEL THIS MSG 16 SEP 18.//",SURINAME,2018-07-06 00:00:00,2018-07-11,2018-09-16,2018-07-17,Point,"[(-56.885167, 6.160834, 0.0)]",-56.885167,6.160834
1429,BEAUFORT SEA./CHUKCHI SEA./DNC 27.,"16003,","1. SCIENTIFIC MOORINGS ESTABLISHED UNTIL 31 OCT 18 IN:    A. 71-44.04N 155-09.67W, TOP FLOAT 40 METERS.     B. 71-40.38N 155-00.03W, TOP FLOAT 40 METERS.      C. 71-47.77N 155-20.68W, TOP FLOAT 40 METERS.     D. 68-01.97N 168-50.17W, TOP FLOAT 35 METERS.     E. 72-28.31N 155-25.00W, TOP FLOAT 42 METERS.     F. 73-18.23N 160-47.02W, TOP FLOAT 48 METERS. 2. CANCEL THIS MSG 01 NOV 18.//",JAMSTEC,2017-09-25 00:00:00,2018-06-12,2018-11-01,2018-06-12,Point,"[(-160.783667, 73.303834, 0.0)]",-160.783667,73.303834
38294,EASTERN CARIBBEAN SEA./BRITISH VIRGIN ISLANDS.,25640.,"DUE TO THE DAMAGE OF HURRICANE IRMA, MANY AIDS TO NAVIGATION ARE DAMAGED, MISSING, UNRELIABLE OR DESTROYED IN TAYLORS BAY: A. GREEN LATERAL BUOY 18-27.474N 064-26.815W     DAMAGED.   B. ORANGE MOORING BUOY 18-27.200N 064-26.388W. C. GREEN LATERAL BUOY 18-27.195N 064-26.327W     DAMAGED. D. RED MARINA LATERAL BUOY 18-27.048N 064-26.278W. E. RED MARINA LATERAL BUOY 18-27.106N 064-26.281W.    SUBMERGED. MARINERS IN VICINITY ARE REQUESTED TO KEEP A SHARP LOOKOUT AND EXERCISE CAUTION.//",UKHO,2017-09-12 00:00:00,2018-08-29,2018-08-29,2018-08-29,Point,"[(-64.438784, 18.45325, 0.0)]",-64.438784,18.45325
47244,SOUTH CHINA SEA./GULF OF THAILAND./DNC 03.,93018.,PLATFORM REPORTED IN 07-25N 103-26E.//,NAVAREA XI,2018-03-14 00:00:00,2018-09-21,2018-09-21,2018-09-21,Point,"[(103.433334, 7.416667, 0.0)]",103.433334,7.416667
20918,AEGEAN SEA./DNC 09.,NO CHART,"1. GUNNERY AND MISSILE OPERATIONS 0530Z TO SUNSET DAILY    WEDNESDAYS THRU SATURDAYS 01 JAN THRU 31 DEC 18:    A. IN AREA BOUND BY       36-18.00N 024-07.00E, 36-18.00N 025-59.00E,       36-25.00N 026-12.00E, 36-16.00N 026-40.00E,       35-36.00N 026-41.00E, 35-31.00N 024-11.00E,       35-36.00N 024-07.00E.    B. IN AREA WITHIN 1000 METERS OF 32-00.00N 024-13.00E.    C. IN AREA WITHIN 1000 METERS OF 35-28.00N 024-11.75E. 2. CANCEL THIS MSG 01 JAN 19.//",GREEK NAVTEX IRAKLEIO,2017-12-27 00:00:00,2018-07-23,2019-01-01,2018-07-23,GeometryCollection,"[(24.216667, 32.000902, 0.0), (24.216874, 32.000885, 0.0), (24.217072, 32.000833, 0.0), (24.217255, 32.00075, 0.0), (24.217415, 32.000638, 0.0), (24.217547, 32.000501, 0.0), (24.217645, 32.000345, 0.0), (24.217705, 32.000176, 0.0), (24.217725, 32.0, 0.0), (24.217705, 31.999824, 0.0), (24.217645, 31.999655, 0.0), (24.217547, 31.999499, 0.0), (24.217415, 31.999363, 0.0), (24.217255, 31.99925, 0.0), (24.217072, 31.999167, 0.0), (24.216874, 31.999116, 0.0), (24.216667, 31.999098, 0.0), (24.216461, 31.999116, 0.0), (24.216262, 31.999167, 0.0), (24.216079, 31.99925, 0.0), (24.215919, 31.999363, 0.0), (24.215787, 31.999499, 0.0), (24.215689, 31.999655, 0.0), (24.215629, 31.999824, 0.0), (24.215609, 32.0, 0.0), (24.215629, 32.000176, 0.0), (24.215689, 32.000345, 0.0), (24.215787, 32.000501, 0.0), (24.215919, 32.000638, 0.0), (24.216079, 32.00075, 0.0), (24.216262, 32.000833, 0.0), (24.216461, 32.000885, 0.0), (24.216667, 32.000902, 0.0), (24.216667, 32.000902, 0.0), (24.216667, 32.0, 0.0)]",24.21666700370744,32.00005777859945
19249,WESTERN NORTH ATLANTIC.,NO CHART,1. CABLE OPERATIONS BY M/V REBECCA:    A. 10 THRU 16 JUL ALONG TRACKLINE BETWEEN       47-23.09N 033-42.67W AND 46-38.73N 036-22.51W.    B. 17 THRU 27 JUL ALONG TRACKLINE BETWEEN       46-31.55N 036-56.20W AND 45-12.91N 041-19.09W.    C. 28 JUL THRU 07 AUG ALONG TRACKLINE BETWEEN       44-57.17N 041-50.81W AND 43-13.03N 044-49.33W.    D. 08 THRU 22 AUG ALONG TRACKLINE BETWEEN       42-59.02N 045-34.48W AND 41-10.79N 050-39.87W.    WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 23 AUG 18.//,M/V REBECCA,2018-07-06 00:00:00,2018-07-18,2018-08-23,2018-07-18,GeometryCollection,"[(-41.846834, 44.952834, 0.0), (-44.822167, 43.217167, 0.0), (-41.846834, 44.952834, 0.0)]",-43.334500500000004,44.08500050000001
12636,EASTERN CARIBBEAN SEA. /BRITISH VIRGIN ISLANDS. ,25611.,"DUE TO THE DAMAGE OF HURRICANE IRMA, MANY AIDS TO NAVIGATION ARE DAMAGED, MISSING,  UNRELIABLE OR DESTROYED IN PORT ROAD HARBOR: A. SPLIT CHANNEL MARKER 18-25.234N 064-36.501W     MISSING.  B. RED BUOY 18-25.265N 064-36.501W OFF STATION.  C. GREEN BUOY 18-24.417N 064-34.999W OFF STATION. D. RED BUOY 18-24.632N 064-35.433W MISSING.  E. SOUTHERLY DANGER MARKER 18-25.563N 064-31.350W     DAMAGED.  MARINERS IN VICINITY ARE REQUESTED TO KEEP A  SHARP LOOKOUT AND EXERCISE CAUTION.//",UKHO,2017-09-11 00:00:00,2018-07-05,2018-07-05,2018-07-05,Point,"[(-64.583317, 18.40695, 0.0)]",-64.583317,18.40695
28623,EASTERN NORTH PACIFIC./COLOMBIA.,NO CHART,"EIGHT METER F/V ORCA M, BLACK AND GRAY HULL, FOUR PERSONS ON BOARD, UNREPORTED IN VICINITY 06-21N 077-26W. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO ANY COASTAL RADIO STATION.//",COLOMBIA,2018-07-26 00:00:00,2018-08-08,2018-08-08,2018-08-08,Point,"[(-77.433334, 6.35, 0.0)]",-77.433334,6.35
46518,EASTERN MEDITERRANEAN SEA./DNC 10.,NO CHART,1. HAZARDOUS OPERATIONS 1300Z TO 2300Z DAILY    13 SEP THRU 27 OCT IN AREA BETWEEN    34-26N 34-22N AND 035-31E 035-37E. 2. CANCEL THIS MSG 280001Z OCT 18.//,NAVAREA III,2018-09-13 00:00:00,2018-09-13,2018-10-28,2018-09-20,GeometryCollection,"[(35.616667, 34.433334, 0.0), (35.516667, 34.433334, 0.0), (35.516667, 34.366667, 0.0), (35.616667, 34.366667, 0.0), (35.616667, 34.433334, 0.0), (35.616667, 34.433334, 0.0), (35.566667, 34.4, 0.0)]",35.57048555513857,34.40254617796868
22799,WESTERN NORTH ATLANTIC./GUYANA.,24380.,"1. SCIENTIFIC MOORING, AT DEPTH 1587 METERS    ESTABLISHED UNTIL 30 SEP 20 IN    08-09.30N 057-07.84W.    WIDE BERTH REQUESTED. 2. SUB-SURFACE SCIENTIFIC MOORINGS ESTABLISHED    UNTIL 30 SEP 20 IN:    A. 07-47.11N 057-06.68W, AT DEPTH 155 METERS.    B. 07-46.60N 057-05.83W, AT DEPTH 138 METERS.    C. 07-46.87N 057-05.24W, AT DEPTH 183 METERS.    WIDE BERTH REQUESTED. 3. BOTTOM SCIENTIFIC MOORINGS ESTABLISHED UNTIL    30 SEP 20 IN:    A. 07-34.65N 057-18.66W, AT DEPTH 60 METERS.    B. 07-26.72N 057-12.65W, AT DEPTH 55 METERS.    C. 07-29.13N 057-24.63W, AT DEPTH 50 METERS.    D. 07-15.69N 057-15.79W, AT DEPTH 45 METERS.    E. 07-01.07N 057-47.29W, AT DEPTH 22 METERS.    F. 06-42.28N 057-25.31W, AT DEPTH 20 METERS.    G. 06-54.59N 057-47.20W, AT DEPTH 18 METERS.    H. 06-59.46N 057-56.70W, AT DEPTH 15 METERS.    WIDE BERTH REQUESTED. 4. CANCEL NAVAREA IV 324/16. 5. CANCEL THIS MSG 01 OCT 20.//",GUYANA,2017-11-16 00:00:00,2018-07-25,2020-10-01,2018-07-25,Point,"[(-57.130667, 8.155, 0.0)]",-57.130667,8.155
20367,CORAL SEA./DNC 05.,74220.,LITTLE BUGATTI REEF LIGHT 20-01.2S 150-15.4E UNRELIABLE.//,AUSCOAST,2016-11-14 00:00:00,2018-07-20,2018-07-20,2018-07-20,Point,"[(150.256667, -20.02, 0.0)]",150.256667,-20.02
37214,WESTERN NORTH ATLANTIC./DNC 16.,NO CHART,"DISTRESS SIGNAL RECEIVED ON 406 MHZ IN 29-15.1N 064-14.0W AT 202319Z. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO RCC NORFOLK, PHONE: 757 398 6231, FAX: 757 398 6392, E-MAIL: D05-SMB-D5C@USCG.MIL.//",RCC NORFOLK,2018-08-21 00:00:00,2018-08-28,2018-08-28,2018-08-28,Point,"[(-64.233334, 29.251667, 0.0)]",-64.233334,29.251667
48079,EASTERN CARIBBEAN SEA./ANGUILLA.,25600.,"DANGEROUS WRECKS IN: A. 18-15.8N 063-06.3W, LEAST DEPTH 10.9 METERS. B. 18-14.5N 063-04.6W, LEAST DEPTH 13.3 METERS.//",UKHO,2017-02-14 00:00:00,2018-09-24,2018-09-24,2018-09-24,Point,"[(-63.076667, 18.241667, 0.0)]",-63.076667,18.241667
31092,WESTERN SOUTH ATLANTIC./BRAZIL-SOUTHEAST COAST./DNC 01.,NO CHART,1. SURVEY OPERATIONS 09 THRU 16 AUG    BY M/V ARTEMIS ANGLER TOWING SIX 160 METER    LONG CABLES IN AREA BETWEEN    24-51.0S 24-24.0S AND 042-24.6W 042-01.8W.    WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 17 AUG 18.//,NAVAREA V COASTAL S,2018-08-09 00:00:00,2018-08-14,2018-08-17,2018-08-14,GeometryCollection,"[(-42.03, -24.85, 0.0), (-42.41, -24.85, 0.0), (-42.41, -24.4, 0.0), (-42.03, -24.4, 0.0), (-42.03, -24.85, 0.0), (-42.03, -24.85, 0.0), (-42.22, -24.625, 0.0)]",-42.20568596530989,-24.64195083055408
52525,EASTERN CARIBBEAN SEA./ANGUILLA.,25613.,"DANGEROUS SUBMERGED ROCKS IN: A. 18-17.1N 063-15.2W, LEAST DEPTH 2.3 METERS. B. 18-17.0N 063-13.9W, LEAST DEPTH 9.9 METERS. C. 18-17.0N 063-08.7W, LEAST DEPTH 7.8 METERS. D. 18-16.8N 063-08.5W, LEAST DEPTH 6.0 METERS. E. 18-16.7N 063-08.7W, LEAST DEPTH 5.4 METERS.//",UKHO,2017-02-15 00:00:00,2018-10-03,2018-10-03,2018-10-03,Point,"[(-63.145, 18.283334, 0.0)]",-63.145,18.283334
